"PeopleInHousehold","Region","State","MetroAreaCode","Age","Married","Sex","Education","Race","Hispanic","CountryOfBirthCode","Citizenship","EmploymentStatus","Industry"
1,"Northeast","Maine",NA,57,"Divorced","Male","High school","White",0,57,"Citizen, Native","Unemployed","Manufacturing"
2,"Northeast","Maine",NA,25,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Trade"
2,"Northeast","Maine",NA,22,"Never Married","Female","High school","White",0,57,"Citizen, Native","Employed","Educational and health services"
1,"Northeast","Maine",NA,85,"Divorced","Male","Doctorate degree","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,85,"Divorced","Female","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,64,"Divorced","Male","High school","White",0,57,"Citizen, Native","Retired",NA
3,"Northeast","Maine",NA,65,"Divorced","Male","Professional degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Northeast","Maine",NA,20,"Never Married","Male","High school","White",0,57,"Citizen, Native","Employed","Professional and business services"
3,"Northeast","Maine",NA,18,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Employed","Construction"
1,"Northeast","Maine",NA,31,"Never Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Construction"
4,"Northeast","Maine",NA,48,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
4,"Northeast","Maine",NA,49,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Financial"
4,"Northeast","Maine",NA,20,"Never Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"Northeast","Maine",NA,22,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
1,"Northeast","Maine",NA,70,"Never Married","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,59,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Construction"
2,"Northeast","Maine",NA,55,"Married","Female","No high school diploma","White",0,57,"Citizen, Native","Employed","Other services"
2,"Northeast","Maine",NA,73,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,65,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,53,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"Northeast","Maine",NA,47,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Northeast","Maine",NA,63,"Married","Female","Master's degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Northeast","Maine",NA,66,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Northeast","Maine",NA,85,"Widowed","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,58,"Divorced","Male","Associate degree","White",0,57,"Citizen, Native","Disabled",NA
1,"Northeast","Maine",NA,60,"Never Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Northeast","Maine",NA,31,"Married","Male","Master's degree","White",0,57,"Citizen, Native","Unemployed","Educational and health services"
2,"Northeast","Maine",NA,29,"Married","Female","Doctorate degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"Northeast","Maine",NA,28,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,28,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Trade"
4,"Northeast","Maine",NA,5,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,7,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Northeast","Maine",NA,55,"Married","Male","High school","White",0,57,"Citizen, Native","Disabled",NA
2,"Northeast","Maine",NA,57,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
3,"Northeast","Maine",NA,40,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Public administration"
3,"Northeast","Maine",NA,37,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Northeast","Maine",NA,11,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
1,"Northeast","Maine",NA,41,"Never Married","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
1,"Northeast","Maine",NA,55,"Never Married","Male","High school","White",0,57,"Citizen, Native","Retired",NA
4,"Northeast","Maine",NA,44,"Married","Male","Professional degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
4,"Northeast","Maine",NA,47,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
4,"Northeast","Maine",NA,14,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,16,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
3,"Northeast","Maine",NA,61,"Married","Male","High school","White",0,57,"Citizen, Native","Retired",NA
3,"Northeast","Maine",NA,53,"Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Northeast","Maine",NA,32,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Northeast","Maine",NA,61,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Other services"
2,"Northeast","Maine",NA,57,"Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
2,"Northeast","Maine",NA,80,"Married","Male","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,77,"Married","Female","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,52,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Unemployed","Agriculture, forestry, fishing, and hunting"
2,"Northeast","Maine",NA,56,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Transportation and utilities"
4,"Northeast","Maine",NA,39,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Financial"
4,"Northeast","Maine",NA,41,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Public administration"
4,"Northeast","Maine",NA,12,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,16,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Trade"
1,"Northeast","Maine",NA,77,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
1,"Northeast","Maine",NA,85,"Widowed","Female","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,64,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,64,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
1,"Northeast","Maine",NA,65,"Divorced","Female","High school","White",0,57,"Citizen, Native","Retired",NA
1,"Northeast","Maine",NA,54,"Divorced","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Northeast","Maine",NA,80,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,80,"Married","Female","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,47,"Divorced","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Other services"
2,"Northeast","Maine",NA,19,"Never Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
1,"Northeast","Maine",NA,75,"Divorced","Male","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,38,"Never Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Public administration"
2,"Northeast","Maine",NA,33,"Divorced","Female","Master's degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
4,"Northeast","Maine",NA,60,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Financial"
4,"Northeast","Maine",NA,66,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Employed","Financial"
4,"Northeast","Maine",NA,45,"Never Married","Male","High school","White",0,57,"Citizen, Native","Unemployed","Construction"
4,"Northeast","Maine",NA,45,"Never Married","Female","High school","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Northeast","Maine",NA,51,"Married","Male","Associate degree","White",0,57,"Citizen, Native","Employed","Manufacturing"
3,"Northeast","Maine",NA,52,"Married","Female","High school","White",0,57,"Citizen, Native","Disabled",NA
3,"Northeast","Maine",NA,18,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Unemployed","Leisure and hospitality"
4,"Northeast","Maine",NA,47,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
4,"Northeast","Maine",NA,46,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
4,"Northeast","Maine",NA,10,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,14,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
2,"Northeast","Maine",NA,70,"Married","Female","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,75,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
3,"Northeast","Maine",NA,37,"Never Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Not in Labor Force",NA
3,"Northeast","Maine",NA,17,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Disabled",NA
3,"Northeast","Maine",NA,20,"Never Married","Female","No high school diploma","American Indian",0,57,"Citizen, Native","Not in Labor Force",NA
1,"Northeast","Maine",NA,59,"Divorced","Male","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
3,"Northeast","Maine",NA,26,"Never Married","Male","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
3,"Northeast","Maine",NA,4,NA,"Male",NA,"White",1,57,"Citizen, Native",NA,NA
3,"Northeast","Maine",NA,26,"Never Married","Female","Some college, no degree","White",1,57,"Citizen, Native","Not in Labor Force",NA
2,"Northeast","Maine",NA,60,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Northeast","Maine",NA,61,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Northeast","Maine",NA,61,"Married","Female","High school","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,79,"Married","Male","High school","White",0,57,"Citizen, Native","Retired",NA
1,"Northeast","Maine",NA,79,"Divorced","Female","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,58,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Information"
2,"Northeast","Maine",NA,58,"Married","Male","Master's degree","White",0,57,"Citizen, Native","Employed","Other services"
1,"Northeast","Maine",NA,85,"Widowed","Female","High school","White",0,57,"Citizen, Native","Retired",NA
1,"Northeast","Maine",NA,64,"Widowed","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Financial"
2,"Northeast","Maine",NA,65,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,65,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Educational and health services"
2,"Northeast","Maine",NA,52,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
2,"Northeast","Maine",NA,47,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Professional and business services"
1,"Northeast","Maine",NA,80,"Widowed","Female","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,75,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
2,"Northeast","Maine",NA,73,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Trade"
1,"Northeast","Maine",NA,46,"Never Married","Female","Master's degree","White",0,138,"Citizen, Native","Employed","Public administration"
2,"Northeast","Maine",NA,51,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Manufacturing"
2,"Northeast","Maine",NA,54,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Transportation and utilities"
2,"Northeast","Maine",NA,73,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Retired",NA
2,"Northeast","Maine",NA,77,"Married","Male","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Agriculture, forestry, fishing, and hunting"
4,"Northeast","Maine",NA,40,"Married","Male","Bachelor's degree","Pacific Islander",0,57,"Citizen, Native","Employed","Professional and business services"
4,"Northeast","Maine",NA,30,"Married","Female","Bachelor's degree","White",0,57,"Citizen, Native","Employed","Financial"
4,"Northeast","Maine",NA,0,NA,"Male",NA,"Multiracial",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,2,NA,"Male",NA,"Multiracial",0,57,"Citizen, Native",NA,NA
2,"Northeast","Maine",NA,32,"Married","Male","Some college, no degree","White",0,57,"Citizen, Native","Employed","Other services"
2,"Northeast","Maine",NA,32,"Married","Female","Some college, no degree","White",0,57,"Citizen, Native","Employed","Trade"
3,"Northeast","Maine",NA,52,"Divorced","Female","Master's degree","White",0,57,"Citizen, Native","Unemployed","Educational and health services"
3,"Northeast","Maine",NA,9,NA,"Female",NA,"Multiracial",0,57,"Citizen, Native",NA,NA
3,"Northeast","Maine",NA,13,NA,"Male",NA,"Multiracial",0,57,"Citizen, Native",NA,NA
1,"Northeast","Maine",NA,61,"Divorced","Male","No high school diploma","White",0,57,"Citizen, Native","Disabled",NA
4,"Northeast","Maine",NA,43,"Married","Male","High school","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
4,"Northeast","Maine",NA,40,"Married","Female","High school","White",0,57,"Citizen, Native","Employed","Leisure and hospitality"
4,"Northeast","Maine",NA,1,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
4,"Northeast","Maine",NA,16,"Never Married","Female","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
13,"Northeast","Maine",NA,60,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Retired",NA
13,"Northeast","Maine",NA,64,"Married","Female","Associate degree","White",0,57,"Citizen, Native","Disabled",NA
13,"Northeast","Maine",NA,20,"Divorced","Female","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
13,"Northeast","Maine",NA,30,"Married","Male","No high school diploma","White",0,57,"Citizen, Native","Employed","Manufacturing"
13,"Northeast","Maine",NA,2,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
13,"Northeast","Maine",NA,4,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
13,"Northeast","Maine",NA,4,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
13,"Northeast","Maine",NA,8,NA,"Female",NA,"White",0,57,"Citizen, Native",NA,NA
13,"Northeast","Maine",NA,14,NA,"Male",NA,"White",0,57,"Citizen, Native",NA,NA
13,"Northeast","Maine",NA,24,"Never Married","Male","No high school diploma","White",0,57,"Citizen, Native","Not in Labor Force",NA
